PremiumTable	IssueAge	MaxPolicyYear	Sex	RiskClass	PremiumBand	PremiumPer1000
ACC19 	28	999	F	R	4	3.52
ACC19 	28	999	F	S	4	6.05
ACC19 	28	999	F	T	4	5.04
ACC19 	28	999	F	U	4	4.92
ACC19 	28	999	F	W	4	4.08
ACC19 	28	999	F	Y	4	6.05
ACC19 	28	999	M	N	4	4.87
ACC19 	28	999	M	P	4	4.47
ACC19 	28	999	M	R	4	4.08
ACC19 	28	999	M	S	4	7.29
ACC19 	28	999	M	T	4	6.07
ACC19 	28	999	M	U	4	5.54
ACC19 	28	999	M	W	4	4.87
ACC19 	28	999	M	Y	4	7.29
ACC19 	28	999	F	N	5	3.97
ACC19 	28	999	F	P	5	3.65
ACC19 	28	999	F	R	5	3.37
ACC19 	28	999	F	S	5	5.93
ACC19 	28	999	F	T	5	4.94
ACC19 	28	999	F	U	5	4.82
ACC19 	28	999	F	W	5	3.97
ACC19 	28	999	F	Y	5	5.93
ACC19 	28	999	M	N	5	4.77
ACC19 	28	999	M	P	5	4.35
ACC19 	28	999	M	R	5	3.98
ACC19 	28	999	M	S	5	7.14
ACC19 	28	999	M	T	5	5.95
ACC19 	28	999	M	U	5	5.43
ACC19 	28	999	M	W	5	4.77
ACC19 	28	999	M	Y	5	7.14
ACC19 	28	999	F	N	6	3.87
ACC19 	28	999	F	P	6	3.55
ACC19 	28	999	F	R	6	3.22
ACC19 	28	999	F	S	6	5.81
ACC19 	28	999	F	T	6	4.84
ACC19 	28	999	F	U	6	4.72
ACC19 	28	999	F	W	6	3.87
ACC19 	28	999	F	Y	6	5.81
ACC19 	28	999	M	N	6	4.67
ACC19 	28	999	M	P	6	4.25
ACC19 	28	999	M	R	6	3.88
ACC19 	28	999	M	S	6	7.0
ACC19 	28	999	M	T	6	5.83
ACC19 	28	999	M	U	6	5.31
ACC19 	28	999	M	W	6	4.67
ACC19 	28	999	M	Y	6	7.0
ACC19 	28	999	F	N	7	3.48
ACC19 	28	999	F	P	7	3.2
ACC19 	28	999	F	R	7	2.9
ACC19 	28	999	F	S	7	5.23
ACC19 	28	999	F	T	7	4.36
ACC19 	28	999	F	U	7	4.25
ACC19 	28	999	F	W	7	3.48
ACC19 	28	999	F	Y	7	5.23
ACC19 	28	999	M	N	7	4.2
ACC19 	28	999	M	P	7	3.83
ACC19 	28	999	M	R	7	3.49
ACC19 	28	999	M	S	7	6.3
ACC19 	28	999	M	T	7	5.25
ACC19 	28	999	M	U	7	4.78
ACC19 	28	999	M	W	7	4.2
ACC19 	28	999	M	Y	7	6.3
ACC19 	29	999	F	N	1	7.92
ACC19 	29	999	F	P	1	7.92
ACC19 	29	999	F	R	1	7.92
ACC19 	29	999	F	S	1	11.96
ACC19 	29	999	F	T	1	9.96
ACC19 	29	999	F	U	1	9.96
ACC19 	29	999	F	W	1	7.92
ACC19 	29	999	F	Y	1	11.96
ACC19 	29	999	M	N	1	9.12
ACC19 	29	999	M	P	1	9.12
ACC19 	29	999	M	R	1	9.12
ACC19 	29	999	M	S	1	13.11
ACC19 	29	999	M	T	1	10.92
ACC19 	29	999	M	U	1	10.92
ACC19 	29	999	M	W	1	9.12
ACC19 	29	999	M	Y	1	13.11
ACC19 	29	999	F	N	2	6.12
ACC19 	29	999	F	P	2	6.12
ACC19 	29	999	F	R	2	6.12
ACC19 	29	999	F	S	2	8.5
ACC19 	29	999	F	T	2	7.08
ACC19 	29	999	F	U	2	7.08
ACC19 	29	999	F	W	2	6.12
ACC19 	29	999	F	Y	2	8.5
ACC19 	29	999	M	N	2	7.08
ACC19 	29	999	M	P	2	7.08
ACC19 	29	999	M	R	2	7.08
ACC19 	29	999	M	S	2	9.94
ACC19 	29	999	M	T	2	8.28
ACC19 	29	999	M	U	2	8.28
ACC19 	29	999	M	W	2	7.08
ACC19 	29	999	M	Y	2	9.94
ACC19 	29	999	F	N	3	5.09
ACC19 	29	999	F	P	3	4.6
ACC19 	29	999	F	R	3	4.39
ACC19 	29	999	F	S	3	7.2
ACC19 	29	999	F	T	3	6.0
ACC19 	29	999	F	U	3	5.8
ACC19 	29	999	F	W	3	5.09
ACC19 	29	999	F	Y	3	7.2
ACC19 	29	999	M	N	3	5.69
ACC19 	29	999	M	P	3	5.28
ACC19 	29	999	M	R	3	4.88
ACC19 	29	999	M	S	3	8.42
ACC19 	29	999	M	T	3	7.01
ACC19 	29	999	M	U	3	6.6
ACC19 	29	999	M	W	3	5.69
ACC19 	29	999	M	Y	3	8.42
ACC19 	29	999	F	N	4	4.24
ACC19 	29	999	F	P	4	3.95
ACC19 	29	999	F	R	4	3.66
ACC19 	29	999	F	S	4	6.39
ACC19 	29	999	F	T	4	5.32
ACC19 	29	999	F	U	4	5.26
ACC19 	29	999	F	W	4	4.24
ACC19 	29	999	F	Y	4	6.39
ACC19 	29	999	M	N	4	5.07
ACC19 	29	999	M	P	4	4.65
ACC19 	29	999	M	R	4	4.24
ACC19 	29	999	M	S	4	7.64
ACC19 	29	999	M	T	4	6.36
ACC19 	29	999	M	U	4	5.79
ACC19 	29	999	M	W	4	5.07
ACC19 	29	999	M	Y	4	7.64
ACC19 	29	999	F	N	5	4.14
ACC19 	29	999	F	P	5	3.81
ACC19 	29	999	F	R	5	3.51
ACC19 	29	999	F	S	5	6.27
ACC19 	29	999	F	T	5	5.22
ACC19 	29	999	F	U	5	5.16
ACC19 	29	999	F	W	5	4.14
ACC19 	29	999	F	Y	5	6.27
ACC19 	29	999	M	N	5	4.97
ACC19 	29	999	M	P	5	4.55
ACC19 	29	999	M	R	5	4.14
ACC19 	29	999	M	S	5	7.5
ACC19 	29	999	M	T	5	6.25
ACC19 	29	999	M	U	5	5.69
ACC19 	29	999	M	W	5	4.97
ACC19 	29	999	M	Y	5	7.5
ACC19 	29	999	F	N	6	4.04
ACC19 	29	999	F	P	6	3.71
ACC19 	29	999	F	R	6	3.36
ACC19 	29	999	F	S	6	6.15
ACC19 	29	999	F	T	6	5.12
ACC19 	29	999	F	U	6	5.06
ACC19 	29	999	F	W	6	4.04
ACC19 	29	999	F	Y	6	6.15
ACC19 	29	999	M	N	6	4.87
ACC19 	29	999	M	P	6	4.45
ACC19 	29	999	M	R	6	4.04
ACC19 	29	999	M	S	6	7.37
ACC19 	29	999	M	T	6	6.14
ACC19 	29	999	M	U	6	5.58
ACC19 	29	999	M	W	6	4.87
ACC19 	29	999	M	Y	6	7.37
ACC19 	29	999	F	N	7	3.64
ACC19 	29	999	F	P	7	3.34
ACC19 	29	999	F	R	7	3.02
ACC19 	29	999	F	S	7	5.54
ACC19 	29	999	F	T	7	4.61
ACC19 	29	999	F	U	7	4.55
ACC19 	29	999	F	W	7	3.64
ACC19 	29	999	F	Y	7	5.54
ACC19 	29	999	M	N	7	4.38
ACC19 	29	999	M	P	7	4.01
ACC19 	29	999	M	R	7	3.64
ACC19 	29	999	M	S	7	6.63
ACC19 	29	999	M	T	7	5.53
ACC19 	29	999	M	U	7	5.02
ACC19 	29	999	M	W	7	4.38
ACC19 	29	999	M	Y	7	6.63
ACC19 	30	999	F	N	1	8.04
ACC19 	30	999	F	P	1	8.04
ACC19 	30	999	F	R	1	8.04
ACC19 	30	999	F	S	1	12.39
ACC19 	30	999	F	T	1	10.32
ACC19 	30	999	F	U	1	10.32
ACC19 	30	999	F	W	1	8.04
ACC19 	30	999	F	Y	1	12.39
ACC19 	30	999	M	N	1	9.36
ACC19 	30	999	M	P	1	9.36
ACC19 	30	999	M	R	1	9.36
ACC19 	30	999	M	S	1	13.54
ACC19 	30	999	M	T	1	11.28
ACC19 	30	999	M	U	1	11.28
ACC19 	30	999	M	W	1	9.36
ACC19 	30	999	M	Y	1	13.54
ACC19 	30	999	F	N	2	6.36
ACC19 	30	999	F	P	2	6.36
ACC19 	30	999	F	R	2	6.36
ACC19 	30	999	F	S	2	8.79
ACC19 	30	999	F	T	2	7.32
ACC19 	30	999	F	U	2	7.32
ACC19 	30	999	F	W	2	6.36
ACC19 	30	999	F	Y	2	8.79
ACC19 	30	999	M	N	2	7.2
ACC19 	30	999	M	P	2	7.2
ACC19 	30	999	M	R	2	7.2
ACC19 	30	999	M	S	2	10.23
ACC19 	30	999	M	T	2	8.52
ACC19 	30	999	M	U	2	8.52
ACC19 	30	999	M	W	2	7.2
ACC19 	30	999	M	Y	2	10.23
ACC19 	30	999	F	N	3	5.13
ACC19 	30	999	F	P	3	4.75
ACC19 	30	999	F	R	3	4.55
ACC19 	30	999	F	S	3	7.35
ACC19 	30	999	F	T	3	6.12
ACC19 	30	999	F	U	3	6.1
ACC19 	30	999	F	W	3	5.13
ACC19 	30	999	F	Y	3	7.35
ACC19 	30	999	M	N	3	5.87
ACC19 	30	999	M	P	3	5.44
ACC19 	30	999	M	R	3	5.0
ACC19 	30	999	M	S	3	8.7
ACC19 	30	999	M	T	3	7.25
ACC19 	30	999	M	U	3	6.72
ACC19 	30	999	M	W	3	5.87
ACC19 	30	999	M	Y	3	8.7
ACC19 	30	999	F	N	4	4.42
ACC19 	30	999	F	P	4	4.11
ACC19 	30	999	F	R	4	3.8
ACC19 	30	999	F	S	4	6.72
ACC19 	30	999	F	T	4	5.6
ACC19 	30	999	F	U	4	5.6
ACC19 	30	999	F	W	4	4.42
ACC19 	30	999	F	Y	4	6.72
ACC19 	30	999	M	N	4	5.28
ACC19 	30	999	M	P	4	4.85
ACC19 	30	999	M	R	4	4.4
ACC19 	30	999	M	S	4	8.0
ACC19 	30	999	M	T	4	6.66
ACC19 	30	999	M	U	4	6.04
ACC19 	30	999	M	W	4	5.28
ACC19 	30	999	M	Y	4	8.0
ACC19 	30	999	F	N	5	4.31
ACC19 	30	999	F	P	5	3.98
ACC19 	30	999	F	R	5	3.65
ACC19 	30	999	F	S	5	6.6
ACC19 	30	999	F	T	5	5.5
ACC19 	30	999	F	U	5	5.5
ACC19 	30	999	F	W	5	4.31
ACC19 	30	999	F	Y	5	6.6
ACC19 	30	999	M	N	5	5.17
ACC19 	30	999	M	P	5	4.74
ACC19 	30	999	M	R	5	4.3
ACC19 	30	999	M	S	5	7.86
ACC19 	30	999	M	T	5	6.55
ACC19 	30	999	M	U	5	5.95
ACC19 	30	999	M	W	5	5.17
ACC19 	30	999	M	Y	5	7.86
ACC19 	30	999	F	N	6	4.21
ACC19 	30	999	F	P	6	3.88
ACC19 	30	999	F	R	6	3.5
ACC19 	30	999	F	S	6	6.48
ACC19 	30	999	F	T	6	5.4
ACC19 	30	999	F	U	6	5.4
ACC19 	30	999	F	W	6	4.21
ACC19 	30	999	F	Y	6	6.48
ACC19 	30	999	M	N	6	5.07
ACC19 	30	999	M	P	6	4.64
ACC19 	30	999	M	R	6	4.2
ACC19 	30	999	M	S	6	7.74
ACC19 	30	999	M	T	6	6.45
ACC19 	30	999	M	U	6	5.85
ACC19 	30	999	M	W	6	5.07
ACC19 	30	999	M	Y	6	7.74
ACC19 	30	999	F	N	7	3.79
ACC19 	30	999	F	P	7	3.49
ACC19 	30	999	F	R	7	3.15
ACC19 	30	999	F	S	7	5.83
ACC19 	30	999	F	T	7	4.86
ACC19 	30	999	F	U	7	4.86
ACC19 	30	999	F	W	7	3.79
ACC19 	30	999	F	Y	7	5.83
ACC19 	30	999	M	N	7	4.56
ACC19 	30	999	M	P	7	4.18
ACC19 	30	999	M	R	7	3.78
ACC19 	30	999	M	S	7	6.97
ACC19 	30	999	M	T	7	5.81
ACC19 	30	999	M	U	7	5.27
ACC19 	30	999	M	W	7	4.56
ACC19 	30	999	M	Y	7	6.97
ACC19 	31	999	F	N	1	8.28
ACC19 	31	999	F	P	1	8.28
ACC19 	31	999	F	R	1	8.28
ACC19 	31	999	F	S	1	12.68
ACC19 	31	999	F	T	1	10.56
ACC19 	31	999	F	U	1	10.56
ACC19 	31	999	F	W	1	8.28
ACC19 	31	999	F	Y	1	12.68
ACC19 	31	999	M	N	1	9.6
ACC19 	31	999	M	P	1	9.6
ACC19 	31	999	M	R	1	9.6
ACC19 	31	999	M	S	1	13.68
ACC19 	31	999	M	T	1	11.4
ACC19 	31	999	M	U	1	11.4
ACC19 	31	999	M	W	1	9.6
ACC19 	31	999	M	Y	1	13.68
ACC19 	31	999	F	N	2	6.6
ACC19 	31	999	F	P	2	6.6
ACC19 	31	999	F	R	2	6.6
ACC19 	31	999	F	S	2	9.08
ACC19 	31	999	F	T	2	7.56
ACC19 	31	999	F	U	2	7.56
ACC19 	31	999	F	W	2	6.6
ACC19 	31	999	F	Y	2	9.08
ACC19 	31	999	M	N	2	7.32
ACC19 	31	999	M	P	2	7.32
ACC19 	31	999	M	R	2	7.32
ACC19 	31	999	M	S	2	10.37
ACC19 	31	999	M	T	2	8.64
ACC19 	31	999	M	U	2	8.64
ACC19 	31	999	M	W	2	7.32
ACC19 	31	999	M	Y	2	10.37
ACC19 	31	999	F	N	3	5.21
ACC19 	31	999	F	P	3	4.84
ACC19 	31	999	F	R	3	4.63
ACC19 	31	999	F	S	3	7.6
ACC19 	31	999	F	T	3	6.33
ACC19 	31	999	F	U	3	6.33
ACC19 	31	999	F	W	3	5.21
ACC19 	31	999	F	Y	3	7.6
ACC19 	31	999	M	N	3	6.07
ACC19 	31	999	M	P	3	5.62
ACC19 	31	999	M	R	3	5.15
ACC19 	31	999	M	S	3	9.0
ACC19 	31	999	M	T	3	7.5
ACC19 	31	999	M	U	3	6.86
ACC19 	31	999	M	W	3	6.07
ACC19 	31	999	M	Y	3	9.0
ACC19 	31	999	F	N	4	4.63
ACC19 	31	999	F	P	4	4.28
ACC19 	31	999	F	R	4	3.94
ACC19 	31	999	F	S	4	7.05
ACC19 	31	999	F	T	4	5.87
ACC19 	31	999	F	U	4	5.87
ACC19 	31	999	F	W	4	4.63
ACC19 	31	999	F	Y	4	7.05
ACC19 	31	999	M	N	4	5.54
ACC19 	31	999	M	P	4	5.06
ACC19 	31	999	M	R	4	4.6
ACC19 	31	999	M	S	4	8.36
ACC19 	31	999	M	T	4	6.96
ACC19 	31	999	M	U	4	6.31
ACC19 	31	999	M	W	4	5.54
ACC19 	31	999	M	Y	4	8.36
ACC19 	31	999	F	N	5	4.52
ACC19 	31	999	F	P	5	4.14
ACC19 	31	999	F	R	5	3.81
ACC19 	31	999	F	S	5	6.93
ACC19 	31	999	F	T	5	5.77
ACC19 	31	999	F	U	5	5.77
ACC19 	31	999	F	W	5	4.52
ACC19 	31	999	F	Y	5	6.93
ACC19 	31	999	M	N	5	5.44
ACC19 	31	999	M	P	5	4.95
ACC19 	31	999	M	R	5	4.5
ACC19 	31	999	M	S	5	8.24
ACC19 	31	999	M	T	5	6.86
ACC19 	31	999	M	U	5	6.22
ACC19 	31	999	M	W	5	5.44
ACC19 	31	999	M	Y	5	8.24
ACC19 	31	999	F	N	6	4.42
ACC19 	31	999	F	P	6	4.04
ACC19 	31	999	F	R	6	3.66
ACC19 	31	999	F	S	6	6.81
ACC19 	31	999	F	T	6	5.67
ACC19 	31	999	F	U	6	5.67
ACC19 	31	999	F	W	6	4.42
ACC19 	31	999	F	Y	6	6.81
ACC19 	31	999	M	N	6	5.34
ACC19 	31	999	M	P	6	4.86
ACC19 	31	999	M	R	6	4.41
ACC19 	31	999	M	S	6	8.12
ACC19 	31	999	M	T	6	6.76
ACC19 	31	999	M	U	6	6.12
ACC19 	31	999	M	W	6	5.34
ACC19 	31	999	M	Y	6	8.12
ACC19 	31	999	F	N	7	3.98
ACC19 	31	999	F	P	7	3.64
ACC19 	31	999	F	R	7	3.29
ACC19 	31	999	F	S	7	6.13
ACC19 	31	999	F	T	7	5.1
ACC19 	31	999	F	U	7	5.1
ACC19 	31	999	F	W	7	3.98
ACC19 	31	999	F	Y	7	6.13
ACC19 	31	999	M	N	7	4.81
ACC19 	31	999	M	P	7	4.37
ACC19 	31	999	M	R	7	3.97
ACC19 	31	999	M	S	7	7.31
ACC19 	31	999	M	T	7	6.08
ACC19 	31	999	M	U	7	5.51
ACC19 	31	999	M	W	7	4.81
ACC19 	31	999	M	Y	7	7.31
ACC19 	32	999	F	N	1	8.52
ACC19 	32	999	F	P	1	8.52
ACC19 	32	999	F	R	1	8.52
ACC19 	32	999	F	S	1	12.96
ACC19 	32	999	F	T	1	10.8
ACC19 	32	999	F	U	1	10.8
ACC19 	32	999	F	W	1	8.52
ACC19 	32	999	F	Y	1	12.96
ACC19 	32	999	M	N	1	9.84
ACC19 	32	999	M	P	1	9.84
ACC19 	32	999	M	R	1	9.84
ACC19 	32	999	M	S	1	13.97
ACC19 	32	999	M	T	1	11.64
ACC19 	32	999	M	U	1	11.64
ACC19 	32	999	M	W	1	9.84
ACC19 	32	999	M	Y	1	13.97
ACC19 	32	999	F	N	2	6.72
ACC19 	32	999	F	P	2	6.72
ACC19 	32	999	F	R	2	6.72
ACC19 	32	999	F	S	2	9.51
ACC19 	32	999	F	T	2	7.92
ACC19 	32	999	F	U	2	7.92
ACC19 	32	999	F	W	2	6.72
ACC19 	32	999	F	Y	2	9.51
ACC19 	32	999	M	N	2	7.44
ACC19 	32	999	M	P	2	7.44
ACC19 	32	999	M	R	2	7.44
ACC19 	32	999	M	S	2	10.66
ACC19 	32	999	M	T	2	8.88
ACC19 	32	999	M	U	2	8.88
ACC19 	32	999	M	W	2	7.44
ACC19 	32	999	M	Y	2	10.66
ACC19 	32	999	F	N	3	5.25
ACC19 	32	999	F	P	3	4.96
ACC19 	32	999	F	R	3	4.71
ACC19 	32	999	F	S	3	7.88
ACC19 	32	999	F	T	3	6.56
ACC19 	32	999	F	U	3	6.56
ACC19 	32	999	F	W	3	5.25
ACC19 	32	999	F	Y	3	7.88
ACC19 	32	999	M	N	3	6.26
ACC19 	32	999	M	P	3	5.8
ACC19 	32	999	M	R	3	5.3
ACC19 	32	999	M	S	3	9.3
ACC19 	32	999	M	T	3	7.75
ACC19 	32	999	M	U	3	7.07
ACC19 	32	999	M	W	3	6.26
ACC19 	32	999	M	Y	3	9.3
ACC19 	32	999	F	N	4	4.84
ACC19 	32	999	F	P	4	4.44
ACC19 	32	999	F	R	4	4.09
ACC19 	32	999	F	S	4	7.37
ACC19 	32	999	F	T	4	6.14
ACC19 	32	999	F	U	4	6.14
ACC19 	32	999	F	W	4	4.84
ACC19 	32	999	F	Y	4	7.37
ACC19 	32	999	M	N	4	5.81
ACC19 	32	999	M	P	4	5.28
ACC19 	32	999	M	R	4	4.8
ACC19 	32	999	M	S	4	8.73
ACC19 	32	999	M	T	4	7.27
ACC19 	32	999	M	U	4	6.58
ACC19 	32	999	M	W	4	5.81
ACC19 	32	999	M	Y	4	8.73
ACC19 	32	999	F	N	5	4.73
ACC19 	32	999	F	P	5	4.31
ACC19 	32	999	F	R	5	3.97
ACC19 	32	999	F	S	5	7.25
ACC19 	32	999	F	T	5	6.04
ACC19 	32	999	F	U	5	6.04
ACC19 	32	999	F	W	5	4.73
ACC19 	32	999	F	Y	5	7.25
ACC19 	32	999	M	N	5	5.71
ACC19 	32	999	M	P	5	5.16
ACC19 	32	999	M	R	5	4.7
ACC19 	32	999	M	S	5	8.61
ACC19 	32	999	M	T	5	7.17
ACC19 	32	999	M	U	5	6.49
ACC19 	32	999	M	W	5	5.71
ACC19 	32	999	M	Y	5	8.61
ACC19 	32	999	F	N	6	4.63
ACC19 	32	999	F	P	6	4.21
ACC19 	32	999	F	R	6	3.82
ACC19 	32	999	F	S	6	7.13
ACC19 	32	999	F	T	6	5.94
ACC19 	32	999	F	U	6	5.94
ACC19 	32	999	F	W	6	4.63
ACC19 	32	999	F	Y	6	7.13
ACC19 	32	999	M	N	6	5.61
ACC19 	32	999	M	P	6	5.08
ACC19 	32	999	M	R	6	4.62
ACC19 	32	999	M	S	6	8.49
ACC19 	32	999	M	T	6	7.07
ACC19 	32	999	M	U	6	6.39
ACC19 	32	999	M	W	6	5.61
ACC19 	32	999	M	Y	6	8.49
ACC19 	32	999	F	N	7	4.17
ACC19 	32	999	F	P	7	3.79
ACC19 	32	999	F	R	7	3.44
ACC19 	32	999	F	S	7	6.42
ACC19 	32	999	F	T	7	5.35
ACC19 	32	999	F	U	7	5.35
ACC19 	32	999	F	W	7	4.17
ACC19 	32	999	F	Y	7	6.42
ACC19 	32	999	M	N	7	5.05
ACC19 	32	999	M	P	7	4.57
ACC19 	32	999	M	R	7	4.16
ACC19 	32	999	M	S	7	7.64
ACC19 	32	999	M	T	7	6.36
ACC19 	32	999	M	U	7	5.75
ACC19 	32	999	M	W	7	5.05
ACC19 	32	999	M	Y	7	7.64
ACC19 	33	999	F	N	1	8.76
ACC19 	33	999	F	P	1	8.76
ACC19 	33	999	F	R	1	8.76
ACC19 	33	999	F	S	1	13.25
ACC19 	33	999	F	T	1	11.04
ACC19 	33	999	F	U	1	11.04
ACC19 	33	999	F	W	1	8.76
ACC19 	33	999	F	Y	1	13.25
ACC19 	33	999	M	N	1	10.08
ACC19 	33	999	M	P	1	10.08
ACC19 	33	999	M	R	1	10.08
ACC19 	33	999	M	S	1	14.26
ACC19 	33	999	M	T	1	11.88
ACC19 	33	999	M	U	1	11.88
ACC19 	33	999	M	W	1	10.08
ACC19 	33	999	M	Y	1	14.26
ACC19 	33	999	F	N	2	6.96
ACC19 	33	999	F	P	2	6.96
ACC19 	33	999	F	R	2	6.96
ACC19 	33	999	F	S	2	9.8
ACC19 	33	999	F	T	2	8.16
ACC19 	33	999	F	U	2	8.16
ACC19 	33	999	F	W	2	6.96
ACC19 	33	999	F	Y	2	9.8
ACC19 	33	999	M	N	2	7.56
ACC19 	33	999	M	P	2	7.56
ACC19 	33	999	M	R	2	7.56
ACC19 	33	999	M	S	2	10.8
ACC19 	33	999	M	T	2	9.0
ACC19 	33	999	M	U	2	9.0
ACC19 	33	999	M	W	2	7.56
ACC19 	33	999	M	Y	2	10.8
ACC19 	33	999	F	N	3	5.36
ACC19 	33	999	F	P	3	5.07
ACC19 	33	999	F	R	3	4.79
ACC19 	33	999	F	S	3	8.15
ACC19 	33	999	F	T	3	6.79
ACC19 	33	999	F	U	3	6.79
ACC19 	33	999	F	W	3	5.36
ACC19 	33	999	F	Y	3	8.15
ACC19 	33	999	M	N	3	6.45
ACC19 	33	999	M	P	3	5.97
ACC19 	33	999	M	R	3	5.45
ACC19 	33	999	M	S	3	9.6
ACC19 	33	999	M	T	3	8.0
ACC19 	33	999	M	U	3	7.28
ACC19 	33	999	M	W	3	6.45
ACC19 	33	999	M	Y	3	9.6
ACC19 	33	999	F	N	4	5.05
ACC19 	33	999	F	P	4	4.62
ACC19 	33	999	F	R	4	4.24
ACC19 	33	999	F	S	4	7.7
ACC19 	33	999	F	T	4	6.41
ACC19 	33	999	F	U	4	6.41
ACC19 	33	999	F	W	4	5.05
ACC19 	33	999	F	Y	4	7.7
ACC19 	33	999	M	N	4	6.07
ACC19 	33	999	M	P	4	5.49
ACC19 	33	999	M	R	4	5.0
ACC19 	33	999	M	S	4	9.1
ACC19 	33	999	M	T	4	7.58
ACC19 	33	999	M	U	4	6.85
ACC19 	33	999	M	W	4	6.07
ACC19 	33	999	M	Y	4	9.1
ACC19 	33	999	F	N	5	4.94
ACC19 	33	999	F	P	5	4.47
ACC19 	33	999	F	R	5	4.13
ACC19 	33	999	F	S	5	7.58
ACC19 	33	999	F	T	5	6.31
ACC19 	33	999	F	U	5	6.31
ACC19 	33	999	F	W	5	4.94
ACC19 	33	999	F	Y	5	7.58
ACC19 	33	999	M	N	5	5.97
ACC19 	33	999	M	P	5	5.38
ACC19 	33	999	M	R	5	4.9
ACC19 	33	999	M	S	5	8.98
ACC19 	33	999	M	T	5	7.48
ACC19 	33	999	M	U	5	6.76
ACC19 	33	999	M	W	5	5.97
ACC19 	33	999	M	Y	5	8.98
ACC19 	33	999	F	N	6	4.84
ACC19 	33	999	F	P	6	4.37
ACC19 	33	999	F	R	6	3.98
ACC19 	33	999	F	S	6	7.46
ACC19 	33	999	F	T	6	6.21
ACC19 	33	999	F	U	6	6.21
ACC19 	33	999	F	W	6	4.84
ACC19 	33	999	F	Y	6	7.46
ACC19 	33	999	M	N	6	5.87
ACC19 	33	999	M	P	6	5.29
ACC19 	33	999	M	R	6	4.83
ACC19 	33	999	M	S	6	8.86
ACC19 	33	999	M	T	6	7.38
ACC19 	33	999	M	U	6	6.66
ACC19 	33	999	M	W	6	5.87
ACC19 	33	999	M	Y	6	8.86
ACC19 	33	999	F	N	7	4.36
ACC19 	33	999	F	P	7	3.93
ACC19 	33	999	F	R	7	3.58
ACC19 	33	999	F	S	7	6.71
ACC19 	33	999	F	T	7	5.59
ACC19 	33	999	F	U	7	5.59
ACC19 	33	999	F	W	7	4.36
ACC19 	33	999	F	Y	7	6.71
ACC19 	33	999	M	N	7	5.28
ACC19 	33	999	M	P	7	4.76
ACC19 	33	999	M	R	7	4.35
ACC19 	33	999	M	S	7	7.97
ACC19 	33	999	M	T	7	6.64
ACC19 	33	999	M	U	7	5.99
ACC19 	33	999	M	W	7	5.28
ACC19 	33	999	M	Y	7	7.97
ACC19 	34	999	F	N	1	9.0
ACC19 	34	999	F	P	1	9.0
ACC19 	34	999	F	R	1	9.0
ACC19 	34	999	F	S	1	13.68
ACC19 	34	999	F	T	1	11.4
ACC19 	34	999	F	U	1	11.4
ACC19 	34	999	F	W	1	9.0
ACC19 	34	999	F	Y	1	13.68
ACC19 	34	999	M	N	1	10.44
ACC19 	34	999	M	P	1	10.44
ACC19 	34	999	M	R	1	10.44
ACC19 	34	999	M	S	1	14.55
ACC19 	34	999	M	T	1	12.12
ACC19 	34	999	M	U	1	12.12
ACC19 	34	999	M	W	1	10.44
ACC19 	34	999	M	Y	1	14.55
ACC19 	34	999	F	N	2	7.08
ACC19 	34	999	F	P	2	7.08
ACC19 	34	999	F	R	2	7.08
ACC19 	34	999	F	S	2	10.08
ACC19 	34	999	F	T	2	8.4
ACC19 	34	999	F	U	2	8.4
ACC19 	34	999	F	W	2	7.08
ACC19 	34	999	F	Y	2	10.08
ACC19 	34	999	M	N	2	7.68
ACC19 	34	999	M	P	2	7.68
ACC19 	34	999	M	R	2	7.68
ACC19 	34	999	M	S	2	11.09
ACC19 	34	999	M	T	2	9.24
ACC19 	34	999	M	U	2	9.24
ACC19 	34	999	M	W	2	7.68
ACC19 	34	999	M	Y	2	11.09
ACC19 	34	999	F	N	3	5.52
ACC19 	34	999	F	P	3	5.2
ACC19 	34	999	F	R	3	4.87
ACC19 	34	999	F	S	3	8.43
ACC19 	34	999	F	T	3	7.02
ACC19 	34	999	F	U	3	7.02
ACC19 	34	999	F	W	3	5.52
ACC19 	34	999	F	Y	3	8.43
ACC19 	34	999	M	N	3	6.65
ACC19 	34	999	M	P	3	6.15
ACC19 	34	999	M	R	3	5.6
ACC19 	34	999	M	S	3	9.9
ACC19 	34	999	M	T	3	8.25
ACC19 	34	999	M	U	3	7.49
ACC19 	34	999	M	W	3	6.65
ACC19 	34	999	M	Y	3	9.9
ACC19 	34	999	F	N	4	5.27
ACC19 	34	999	F	P	4	4.78
ACC19 	34	999	F	R	4	4.39
ACC19 	34	999	F	S	4	8.02
ACC19 	34	999	F	T	4	6.68
ACC19 	34	999	F	U	4	6.68
ACC19 	34	999	F	W	4	5.27
ACC19 	34	999	F	Y	4	8.02
ACC19 	34	999	M	N	4	6.33
ACC19 	34	999	M	P	4	5.71
ACC19 	34	999	M	R	4	5.2
ACC19 	34	999	M	S	4	9.47
ACC19 	34	999	M	T	4	7.89
ACC19 	34	999	M	U	4	7.12
ACC19 	34	999	M	W	4	6.33
ACC19 	34	999	M	Y	4	9.47
ACC19 	34	999	F	N	5	5.15
ACC19 	34	999	F	P	5	4.63
ACC19 	34	999	F	R	5	4.29
ACC19 	34	999	F	S	5	7.9
ACC19 	34	999	F	T	5	6.58
ACC19 	34	999	F	U	5	6.58
ACC19 	34	999	F	W	5	5.15
